# {"t_start": 1589491546.9316487, "env_id": "Walker2DBulletEnv-v0"} 
r,l,t
18.757064,13,232.16144
21.347293,17,232.214171
17.797839,12,232.250553
16.772293,14,232.292115
17.422785,11,232.325242
17.804817,13,232.364566
21.990679,18,232.420662
15.823146,10,232.450328
17.811465,13,232.488851
18.946867,15,232.534226
20.969171,14,232.576166
15.375467,11,232.609126
16.618896,11,232.644281
15.863729,10,232.680632
16.273447,10,232.711874
15.728281,11,232.745232
18.784496,15,232.790078
21.781794,18,232.844173
18.257941,13,232.883305
18.625724,12,232.920371
21.199787,16,232.967487
18.78399,14,233.016909
21.136357,16,233.070092
19.078537,13,233.11405
19.204084,13,233.1534
15.289883,10,233.183847
18.248928,12,233.219747
16.618822,11,233.253894
23.623372,17,233.304015
15.943633,11,233.337757
17.534831,11,233.370828
13.761076,8,233.395904
18.106933,13,233.435611
22.395542,18,233.48976
20.697163,18,233.543305
17.006696,12,233.57966
19.816456,14,233.620861
19.557144,15,233.666386
18.267585,12,233.70792
18.86511,18,233.762436
27.25043,20,233.822843
16.991611,11,233.855011
19.650737,12,233.890823
22.405363,17,233.941941
20.81422,16,233.989604
18.730953,12,234.038371
17.75841,13,234.077734
17.469612,12,234.11388
18.382397,12,234.149739
16.473987,10,234.17968
18.131399,13,234.21932
19.489304,14,234.261894
18.16953,12,234.297818
17.427022,14,234.341197
18.884588,14,234.383209
22.744779,16,234.433247
16.093958,10,234.463624
16.473762,12,234.499892
15.694525,9,234.527555
18.151254,17,234.578701
18.353789,11,234.612163
20.344892,15,234.658122
16.467646,10,234.68807
20.097058,15,234.738521
16.538404,10,234.767882
20.96082,14,234.827661
18.295244,12,234.864566
15.699319,9,234.893137
25.16265,23,234.962953
18.117476,12,235.000994
18.001514,15,235.057543
19.824108,13,235.099832
20.540212,15,235.150924
19.425187,14,235.203523
17.618701,12,235.240413
17.512602,10,235.270023
15.87075,14,235.31304
14.812331,9,235.340843
19.743963,16,235.389819
19.598488,12,235.426487
18.006916,11,235.461095
20.545181,14,235.504963
19.12071,12,235.542333
18.859021,14,235.584742
16.74498,9,235.611926
22.748888,16,235.660769
17.217548,13,235.701128
15.318656,9,235.734392
18.905507,14,235.77688
23.127191,20,235.837157
16.5822,11,235.870388
16.262514,11,235.904601
17.618771,12,235.941401
22.10582,16,235.991949
26.929062,24,236.070534
20.685813,15,236.118757
19.512765,14,236.162756
15.802691,14,236.205714
18.547948,17,236.258602
18.768688,13,236.298471
31.767656,28,236.383052
17.924253,12,236.421266
22.086541,18,236.47638
21.736854,15,236.522683
16.404659,11,236.556685
16.105914,14,236.600885
17.131177,11,236.636796
21.654475,15,236.683943
21.597605,15,236.733775
13.636208,9,236.762097
18.27783,17,236.81407
16.396799,9,236.840476
16.21275,11,236.873223
16.859215,13,236.912709
20.106253,15,236.958705
18.116238,16,237.007504
17.730929,15,237.05626
18.472765,15,237.115986
15.082229,10,237.146403
18.859616,14,237.188536
17.720538,15,237.235104
16.621935,12,237.271027
16.233327,10,237.301427
17.847538,13,237.340894
17.9144,15,237.386317
21.15906,17,237.438847
16.947806,12,237.476075
18.952549,12,237.513479
14.564617,9,237.540703
15.260187,9,237.56825
18.99211,13,237.607463
19.410149,14,237.65038
18.96375,14,237.69225
19.655152,14,237.738142
19.921289,17,237.791592
17.072063,12,237.827812
25.450036,20,237.888169
17.256722,11,237.922713
20.49315,14,237.964906
23.009241,16,238.012931
20.503469,17,238.06395
16.413587,10,238.094329
16.720714,13,238.14234
14.81434,10,238.173406
16.695613,10,238.20474
14.670331,10,238.235061
17.889945,12,238.271125
17.288234,14,238.314121
20.417046,15,238.35868
16.529962,11,238.392892
16.1968,10,238.422929
17.879713,13,238.464153
20.570284,14,238.507692
20.591527,14,238.551523
18.846329,15,238.596707
21.081012,14,238.639041
20.428877,17,238.690248
18.625433,15,238.735703
23.413835,18,238.79516
18.288242,14,238.838331
15.731883,11,238.87281
20.01186,15,238.917682
13.907558,8,238.941651
17.068787,11,238.974869
19.505194,13,239.014169
17.786357,11,239.048126
16.332416,11,239.081402
18.483783,11,239.11409
18.515086,16,239.177057
19.643325,14,239.223135
16.170589,10,239.254038
24.066896,20,239.314528
16.179356,10,239.350072
19.219328,14,239.399537
21.765283,16,239.449584
20.421046,13,239.488289
20.168022,13,239.52809
15.908928,11,239.561271
18.765099,13,239.600243
22.819318,17,239.651731
19.286477,14,239.694139
18.754976,14,239.736842
18.568543,13,239.780742
17.280723,10,239.810961
18.394637,14,239.853339
19.469058,13,239.892568
21.424518,16,239.941941
19.582838,15,239.98774
28.172859,20,240.04826
14.991671,10,240.078251
21.79007,18,240.13209
23.096868,17,240.192775
17.207772,12,240.230027
20.376042,15,240.274888
18.773802,13,240.31427
18.069045,11,240.346639
14.892933,9,240.374483
19.582898,13,240.42282
20.410365,16,240.471653
20.528632,14,240.514242
23.077313,17,240.56551
17.318446,11,240.598874
16.222849,10,240.630018
18.295849,13,240.670057
16.642962,10,240.70005
13.666365,8,240.724585
21.687587,17,240.780261
20.764722,16,240.828955
16.961183,10,240.858576
18.489799,13,240.897646
19.046462,13,240.938277
19.451483,12,240.974392
20.870946,18,241.028402
16.109051,10,241.05856
18.622002,12,241.09451
16.568168,12,241.130331
20.534742,15,241.185737
20.271804,13,241.229874
15.119685,9,241.257437
17.552888,12,241.294242
20.232499,18,241.348392
19.679374,16,241.397471
15.531073,10,241.428443
17.426811,11,241.463624
19.44253,13,241.506733
18.736885,13,241.548515
17.195277,12,241.587891
18.811839,12,241.624952
19.001127,13,241.664933
21.475501,17,241.718114
17.819616,14,241.767199
15.624347,9,241.804457
19.131977,14,241.847382
24.612039,21,241.910373
19.021979,14,241.953022
13.914838,8,241.977485
16.400277,10,242.009367
16.873954,10,242.040066
17.812087,13,242.079075
24.418431,19,242.137039
15.768264,10,242.167742
21.126105,17,242.22656
22.539948,17,242.27882
20.106078,15,242.324331
22.921719,18,242.379826
19.60265,16,242.428342
18.609775,12,242.464629
20.592721,15,242.511679
18.514411,11,242.544285
17.996536,13,242.583655
21.572219,15,242.629538
19.583092,14,242.672584
19.761027,13,242.711902
16.272655,11,242.745263
19.27801,15,242.79161
15.464744,10,242.825896
22.658016,20,242.886043
20.092663,14,242.928037
20.183139,13,242.967638
20.496183,15,243.012601
18.254472,13,243.051023
20.020017,13,243.090074
20.288405,17,243.142469
18.680219,12,243.179478
14.995112,8,243.20711
18.240993,13,243.251717
20.026111,16,243.29995
20.350684,17,243.35696
17.925806,15,243.402861
20.377708,16,243.46342
21.327405,16,243.5154
14.384397,9,243.543118
21.604437,17,243.593647
20.431723,15,243.639479
16.641846,10,243.669768
16.665012,11,243.702642
17.786549,14,243.74489
17.76769,11,243.777781
17.572072,12,243.818381
17.027278,10,243.848668
20.019458,15,243.894001
18.254247,13,243.933485
20.7174,16,243.981556
21.831685,15,244.027976
14.861804,8,244.05269
21.992367,16,244.100761
20.12277,13,244.140386
20.861361,16,244.188772
19.17894,17,244.248154
15.341968,8,244.272251
18.798306,13,244.309929
22.343615,16,244.357685
19.685069,16,244.405379
20.625722,15,244.450143
22.159206,17,244.501292
20.118752,14,244.542828
17.925325,13,244.582639
20.468846,18,244.637646
15.903023,10,244.666999
17.973085,12,244.703307
24.003123,22,244.768403
19.148905,13,244.807247
19.857552,13,244.852053
17.274219,11,244.885348
22.645497,17,244.936837
16.58547,13,244.975293
17.153545,13,245.014153
21.842168,20,245.082521
19.611948,13,245.125708
17.233657,10,245.156865
18.287745,12,245.2004
25.410092,21,245.281171
15.683086,9,245.308724
16.015787,10,245.338959
18.325506,11,245.372911
18.619324,13,245.412151
14.969163,8,245.437232
15.342889,9,245.464434
23.377956,17,245.516352
18.505336,12,245.552907
17.672128,12,245.59021
17.797595,12,245.626499
15.795046,13,245.666166
16.181923,12,245.701818
19.81762,14,245.744478
21.230758,16,245.792274
16.512158,10,245.823074
18.118729,13,245.866984
18.971129,16,245.915037
17.414726,11,245.948988
16.066847,9,245.976271
18.663215,13,246.015295
19.487497,13,246.054144
17.682196,11,246.088261
17.862826,13,246.127452
21.80419,16,246.17574
21.699067,17,246.227944
16.396002,11,246.261528
22.216538,19,246.325571
16.039877,10,246.3548
23.529291,20,246.415829
16.459816,9,246.442825
16.187674,10,246.473413
17.33221,12,246.511125
19.490601,14,246.552854
19.046231,12,246.589992
22.627948,17,246.642426
20.085426,14,246.684699
19.368793,15,246.729523
13.82266,8,246.753105
16.749893,10,246.783075
17.359444,12,246.81992
20.623562,14,246.865099
16.941233,10,246.895092
16.427364,10,246.925572
19.330197,13,246.964777
14.266192,9,246.992354
18.942138,12,247.031212
17.094729,13,247.075853
19.47519,13,247.120958
17.625014,12,247.157857
17.148659,11,247.191828
18.010691,13,247.232633
17.623974,12,247.270079
20.246474,16,247.327631
21.583198,16,247.377405
20.303877,16,247.42734
22.718105,16,247.477597
23.405637,16,247.526757
17.297381,13,247.568123
20.003177,15,247.614497
23.096296,18,247.669889
17.47109,12,247.7073
19.399445,14,247.753095
14.474131,8,247.779426
18.933947,14,247.821935
19.783202,16,247.874657
24.670746,19,247.932294
21.076496,16,247.984242
21.314292,14,248.030144
18.095816,15,248.075754
17.777315,13,248.115296
19.694139,14,248.157627
18.305803,12,248.194304
15.091014,9,248.222054
15.795182,9,248.248941
19.853024,17,248.301068
21.109899,15,248.353451
18.039685,12,248.389363
21.845823,17,248.440427
21.628415,16,248.490202
17.431165,11,248.523836
16.995564,12,248.560056
18.196621,13,248.599462
18.252468,12,248.636064
17.752928,12,248.674714
17.369854,13,248.71979
18.213307,12,248.757044
19.213419,13,248.79617
16.930426,15,248.841816
21.694395,19,248.904255
23.988612,19,248.961781
14.794211,8,248.986223
15.386677,9,249.014238
16.33452,12,249.050837
18.290118,11,249.083817
20.031217,14,249.125587
17.141805,11,249.16351
21.292877,16,249.218539
24.65302,19,249.274633
15.953699,9,249.302202
21.585161,15,249.355067
18.738834,12,249.391613
18.904228,12,249.42779
22.727959,19,249.484353
16.322933,10,249.515199
18.41997,14,249.556776
17.102252,10,249.586491
17.984928,12,249.621816
29.634717,22,249.688213
18.266002,15,249.734273
20.763382,14,249.777005
20.366247,15,249.822915
15.676706,11,249.857063
23.508226,19,249.920343
20.491718,19,249.977522
18.43742,11,250.011156
23.616918,19,250.069127
14.715336,8,250.093271
17.387185,11,250.127503
19.416515,13,250.167471
15.103125,9,250.194338
17.108784,12,250.231755
22.677617,16,250.279467
18.580156,13,250.318305
15.560183,11,250.356142
19.385898,13,250.400257
15.425438,10,250.431413
17.744991,11,250.465088
17.39207,13,250.503806
19.470488,16,250.553099
18.682558,15,250.597137
17.350757,10,250.627312
18.072339,13,250.667175
21.452438,16,250.716537
17.278842,12,250.752922
22.649666,16,250.800555
24.75092,19,250.857442
21.353433,17,250.913864
17.018255,10,250.944158
17.133255,12,250.980243
17.401716,11,251.014719
17.094044,12,251.056709
19.589985,13,251.102807
23.461798,17,251.155823
20.604477,15,251.21052
20.328927,16,251.268245
16.408231,10,251.305063
19.879492,15,251.357269
17.591764,10,251.401539
17.910713,17,251.459883
15.212866,9,251.488946
21.1609,16,251.542623
16.93565,12,251.579765
18.592576,13,251.621049
20.516038,13,251.661822
18.420754,18,251.717528
16.422851,10,251.749254
16.652179,10,251.781621
20.623881,15,251.828136
15.378381,10,251.860083
19.246774,17,251.918137
19.993863,15,251.966576
17.227005,14,252.010819
17.966678,12,252.049102
20.103396,13,252.089204
17.986104,12,252.126025
18.239292,12,252.164134
15.242531,9,252.193284
16.757155,10,252.226902
20.488749,15,252.274472
20.194946,13,252.315508
21.276403,17,252.368721
18.768543,14,252.421546
21.715293,17,252.475654
17.838729,13,252.517602
18.079644,11,252.553482
16.252046,10,252.585011
19.632149,14,252.627661
14.125668,9,252.656531
15.312661,9,252.685566
15.281748,9,252.712945
19.604369,15,252.760155
17.402784,12,252.797211
20.689878,14,252.840834
18.029209,11,252.875761
18.552234,13,252.916244
14.711918,9,252.951143
16.948775,14,252.993741
17.058916,11,253.028569
17.839215,11,253.067928
18.455114,13,253.115077
16.374904,12,253.153537
17.642644,12,253.197482
21.547758,15,253.247764
20.756991,16,253.298823
20.672154,14,253.345891
23.69371,18,253.401637
17.71956,12,253.448858
14.136273,10,253.480531
21.834741,16,253.531787
21.022777,18,253.588365
16.449689,13,253.630575
17.433943,11,253.664519
20.723283,18,253.721259
20.508012,19,253.78148
16.532217,11,253.815773
14.301481,9,253.843309
15.849802,11,253.87797
18.174786,11,253.912102
16.807973,10,253.948389
18.904487,13,253.989844
20.755676,15,254.036704
22.732621,18,254.093848
21.506714,15,254.140828
17.921921,12,254.179033
18.022753,12,254.216392
23.304848,18,254.276371
17.904796,12,262.293959
27.471917,24,262.36584
21.685011,17,262.41849
24.019323,20,262.479294
20.84329,14,262.521666
22.290837,15,262.567291
22.927727,19,262.638569
17.626822,11,262.672746
22.7459,20,262.733423
22.654762,17,262.785497
19.889341,13,262.825079
27.046406,22,262.891072
20.909289,18,262.947236
24.112239,16,262.99642
18.805913,13,263.039479
20.065551,14,263.092939
19.337903,15,263.142712
15.002312,9,263.169877
19.356814,17,263.220416
19.4907,16,263.269255
15.175539,9,263.296921
18.467727,15,263.342176
23.986098,24,263.415136
20.052171,14,263.457874
20.164787,16,263.506071
34.679724,31,263.597914
20.874848,16,263.652067
16.130009,10,263.682277
27.143902,22,263.748124
24.619859,19,263.804725
24.050325,17,263.856254
23.101582,18,263.911103
24.456522,18,263.965957
22.342011,17,264.017155
16.804705,11,264.053991
18.181918,13,264.094497
18.986557,13,264.13255
18.793703,14,264.174529
14.859371,9,264.201947
20.485368,15,264.247519
26.307056,23,264.328144
22.409778,18,264.382848
20.370072,16,264.43182
20.597067,16,264.479149
17.664202,11,264.512861
24.133594,18,264.566986
15.235246,9,264.594586
22.841479,17,264.64991
18.466762,16,264.702432
17.832227,13,264.741194
21.204743,14,264.782767
20.065122,16,264.830947
19.79243,16,264.879837
22.958896,19,264.93733
18.478408,15,264.983418
14.951202,9,265.010535
19.273568,14,265.056333
21.191447,19,265.12795
15.990904,10,265.159031
19.430435,16,265.206814
20.671334,16,265.254474
22.947921,17,265.306463
18.201763,15,265.351022
17.581839,11,265.384125
24.224719,19,265.441506
16.561356,12,265.478501
21.08605,16,265.52696
20.587558,13,265.566022
24.478159,24,265.637471
15.212339,9,265.669539
15.273267,10,265.703352
16.105868,11,265.736769
15.71598,9,265.762533
26.308798,20,265.823462
23.682694,18,265.877378
25.685382,20,265.937668
17.993696,14,265.980939
25.737018,19,266.055809
17.408909,12,266.106828
14.888847,11,266.142727
18.061858,12,266.179317
18.717522,12,266.216599
18.272502,11,266.250275
19.849214,14,266.292255
17.638415,12,266.330725
20.018794,14,266.374766
19.584808,14,266.421692
18.507101,12,266.458404
27.388208,22,266.526224
18.238481,12,266.564018
16.87411,12,266.600424
19.671914,16,266.649434
16.640012,12,266.68897
20.05123,14,266.734325
19.53985,16,266.78313
21.406894,16,266.830857
22.596418,15,266.87605
15.040169,10,266.905361
20.98605,14,266.947204
21.607272,17,266.998441
21.00745,17,267.050272
16.728243,11,267.087636
21.898136,18,267.142687
20.848228,20,267.202836
25.38963,19,267.259087
18.794356,12,267.296363
23.459507,19,267.353011
20.386311,14,267.395329
19.84886,15,267.439931
18.932093,13,267.479436
19.06334,16,267.528708
14.273907,9,267.557141
20.879515,15,267.60203
20.171224,17,267.652965
18.791049,15,267.697613
18.203808,15,267.749504
17.556333,11,267.781771
19.762121,12,267.817887
19.816156,14,267.859109
28.966336,22,267.923632
24.345525,19,267.980643
27.628195,23,268.051661
17.07773,12,268.088278
25.279434,20,268.15387
17.598183,15,268.19987
20.064745,14,268.241467
24.847437,20,268.301493
20.738652,18,268.354588
18.05567,13,268.394423
23.473309,19,268.45152
15.975865,9,268.478983
23.111763,18,268.532698
20.763678,18,268.586615
16.32903,10,268.617669
24.762948,20,268.67842
22.402229,17,268.734378
19.986123,15,268.78202
19.142573,12,268.819325
23.913826,22,268.884851
21.472574,16,268.934824
16.796237,11,268.968674
20.196649,13,269.008899
13.557886,9,269.03709
18.768994,13,269.084024
28.08111,24,269.169126
20.581952,14,269.212917
21.105108,16,269.261533
20.98523,20,269.321743
17.769933,11,269.35445
18.384184,13,269.392036
15.873517,10,269.423492
17.776907,16,269.47253
28.16836,21,269.538074
16.892274,12,269.576283
20.063067,15,269.624246
19.501039,13,269.665204
45.925675,36,269.783916
16.569656,12,269.82013
19.497234,14,269.862225
23.630303,16,269.909706
22.001613,20,269.973599
17.872026,12,270.014018
16.364786,10,270.045879
18.739386,14,270.092142
22.156004,15,270.146108
17.659002,11,270.181239
29.333464,25,270.26175
29.705866,24,270.332873
22.721284,22,270.398396
21.46773,14,270.440425
16.706503,12,270.476613
18.408472,12,270.513065
24.024707,18,270.568134
27.403405,22,270.633255
20.695937,16,270.68037
21.469077,15,270.724589
19.172563,15,270.773973
24.489893,18,270.837518
18.964727,13,270.879965
21.771698,16,270.929137
18.777025,13,270.968628
20.430525,16,271.021174
15.904259,10,271.054743
21.91373,21,271.118476
19.304506,18,271.178017
18.833253,15,271.231391
16.093918,10,271.266027
17.848591,12,271.310263
23.482717,19,271.371414
18.630389,14,271.412811
19.365947,13,271.452963
22.62753,20,271.513578
20.361303,16,271.56256
16.375185,12,271.604837
16.244469,12,271.647829
20.253378,16,271.69668
19.363554,14,271.739208
15.189001,8,271.762798
21.46648,19,271.827924
21.192843,17,271.878139
18.051628,14,271.920251
17.000159,12,271.95706
16.164781,11,271.990079
14.971528,9,272.017592
22.888574,17,272.073869
22.598257,16,272.12334
23.476479,19,272.18543
14.979767,10,272.216288
17.951119,12,272.252548
24.147509,18,272.330953
19.510853,14,272.3776
15.654399,9,272.404945
17.340208,13,272.445244
22.453149,19,272.502737
23.7421,19,272.560108
17.723821,12,272.595297
23.813926,21,272.659999
20.320515,14,272.702915
16.658456,11,272.736379
21.189998,15,272.78128
19.56477,15,272.835111
23.85742,21,272.898533
22.65469,17,272.95093
23.018354,18,273.005832
18.678004,12,273.042415
22.440367,18,273.105252
18.152211,13,273.152345
23.408208,19,273.222601
20.777287,18,273.278414
21.993632,15,273.324691
20.999929,18,273.377763
17.279112,14,273.42822
18.757709,12,273.467901
20.421682,14,273.51243
16.9097,12,273.552401
20.871693,15,273.598616
15.25117,12,273.634359
15.850701,11,273.668984
17.248762,13,273.708323
18.332078,11,273.741145
16.006572,13,273.78091
18.260328,11,273.814137
13.588376,8,273.844157
25.326799,22,273.911521
22.037184,16,273.96065
15.352278,10,273.995789
24.280834,22,274.067026
20.509522,15,274.112222
21.727183,19,274.174495
22.658672,19,274.232523
21.330605,17,274.283696
16.068139,10,274.313618
17.655844,11,274.346116
22.023652,16,274.39338
17.812192,11,274.42626
17.839631,13,274.46502
17.789025,18,274.520278
18.432656,13,274.559268
21.090741,16,274.607111
20.43357,15,274.654979
22.055475,19,274.713202
20.827385,17,274.76314
24.359923,20,274.822559
23.328533,25,274.904735
21.232046,17,274.955072
21.698591,16,275.004051
20.370226,15,275.051003
20.452547,14,275.093127
15.814516,11,275.125132
19.365947,15,275.170447
26.102402,22,275.243714
21.54573,16,275.290121
21.146838,16,275.338397
17.455886,12,275.3745
16.332481,11,275.408825
17.695342,12,275.444649
18.920838,12,275.481265
23.358348,18,275.535949
18.709349,12,275.574566
25.683769,20,275.644528
28.047334,24,275.717271
25.049067,23,275.787361
22.889576,18,275.841431
21.687693,18,275.904035
23.496661,16,275.952659
18.447676,15,275.99736
22.320037,17,276.048917
24.767819,21,276.112409
25.247493,21,276.175156
22.816306,18,276.235708
28.32121,24,276.308147
23.130413,21,276.370716
21.573781,18,276.434933
18.833795,12,276.475675
20.18456,14,276.51917
23.686522,17,276.570282
27.078664,21,276.633312
17.86269,13,276.673104
21.101564,16,276.722118
23.623873,21,276.786123
17.0834,11,276.821036
33.731716,27,276.909077
20.47299,18,276.96402
17.441325,12,277.00733
15.202225,8,277.035706
26.089178,23,277.104779
20.596416,15,277.15273
18.222376,13,277.193228
24.041565,17,277.250252
18.901387,13,277.289353
19.520651,14,277.33192
15.225578,8,277.357895
19.997002,16,277.405485
22.243994,19,277.462628
18.548628,16,277.511884
18.582826,16,277.563531
17.944647,11,277.596448
19.513807,13,277.634561
22.257762,17,277.684579
19.016392,13,277.724552
19.025946,16,277.772366
22.276658,17,277.824297
19.676636,17,277.874791
19.551732,13,277.921856
19.817032,14,277.963548
15.862549,10,277.993305
20.320396,16,278.047534
24.251748,20,278.116642
17.598507,11,278.153168
20.285269,14,278.194844
22.334856,15,278.245128
27.085927,22,278.313891
15.685686,10,278.344452
24.497747,20,278.404836
19.843324,13,278.445162
19.548126,15,278.493304
16.847908,10,278.525026
22.422887,19,278.582073
16.14117,10,278.611976
20.818876,15,278.658858
16.445728,17,278.71016
17.872526,12,278.74641
17.058208,11,278.780226
19.010781,13,278.821171
23.047037,17,278.872964
22.613795,19,278.937097
16.141162,11,278.975248
17.890682,12,279.017268
21.504441,18,279.080472
15.547805,10,279.115805
15.477692,8,279.142853
21.984659,18,279.19806
28.003686,26,279.281803
22.403078,18,279.336161
16.53533,10,279.366338
17.989631,12,279.402617
21.915156,17,279.455493
17.073385,10,279.485439
23.092924,18,279.540409
23.661095,20,279.59961
26.194582,23,279.670323
21.432037,18,279.72353
21.395885,20,279.784007
20.806479,13,279.824127
23.117256,18,279.8784
19.444105,16,279.927574
21.385253,17,279.987445
19.203266,17,280.037444
20.784872,18,280.091461
22.200461,16,280.139301
20.144645,14,280.18189
19.886883,14,280.227913
17.614722,12,280.268565
21.480439,17,280.318938
17.676325,12,280.35446
24.657623,19,280.411677
16.674628,11,280.444973
18.65203,16,280.495153
20.275552,15,280.540502
15.384104,11,280.573165
23.146796,19,280.630102
20.031403,14,280.672563
25.315538,19,280.73049
18.301255,12,280.766569
21.88113,19,280.824301
19.86351,16,280.871122
18.77674,14,280.91303
16.966485,14,280.954892
22.985539,17,281.012471
19.267461,13,281.052898
26.540927,23,281.120812
21.428988,16,281.169279
21.742433,19,281.228358
19.705829,13,281.271872
20.559706,15,281.316581
19.352754,14,281.359713
21.508862,17,281.410844
17.830916,11,281.445575
20.268141,15,281.489211
18.006246,11,281.523483
28.752566,24,281.595632
15.813623,10,281.625025
17.735754,11,281.658257
16.815635,10,281.688602
22.529284,17,281.742346
21.08136,15,281.790793
21.665635,19,281.848457
18.261688,14,281.890404
17.017553,12,281.926299
18.888661,17,281.979755
20.465343,14,282.036569
20.605704,16,282.084657
21.486885,16,282.132488
17.957704,13,282.172564
19.253019,15,282.218422
21.252074,16,282.270547
20.048862,13,282.31038
23.398582,20,282.370558
23.561346,22,282.439224
20.895863,19,282.496284
24.294167,18,282.551192
17.184988,13,282.594674
23.478841,18,282.652924
26.225796,19,282.708841
18.621032,14,282.750887
15.209808,9,282.77833
20.038112,16,282.82741
17.125804,13,282.866703
17.380662,12,282.90324
21.541708,19,282.960593
19.000384,12,282.996915
20.00453,14,283.047597
26.157239,21,283.110259
18.42101,14,283.153193
19.96086,14,283.194692
18.441974,12,283.230904
22.16146,18,283.288856
22.238919,17,283.340106
16.984624,18,283.39425
15.897703,11,283.427823
33.713555,28,283.512379
16.279134,10,283.542722
18.812521,14,283.58475
19.663738,14,283.625999
19.977708,13,283.666083
22.393037,17,283.717372
24.490325,20,283.776423
18.860771,14,283.818815
17.596632,10,283.849844
17.850757,14,283.891863
20.51358,15,283.936617
21.153588,18,283.99096
20.929346,15,284.042805
20.791197,16,284.092025
18.212055,15,284.136792
22.044331,19,284.194644
24.45732,19,284.252356
26.607844,22,284.324262
22.336579,17,284.374517
21.744002,17,284.425003
23.972386,17,284.476426
17.155551,14,284.519131
19.636583,14,284.560915
23.521557,19,284.618066
20.100913,17,284.668867
23.650765,18,284.723422
21.179898,16,284.771343
13.912346,11,284.804811
22.067239,16,284.85307
24.106211,21,284.916327
25.553906,21,284.980352
17.265182,13,285.019953
20.345202,16,285.075963
19.29998,15,285.120831
17.274042,17,285.171721
20.173386,15,285.217149
22.775316,17,285.27239
15.619527,10,285.313541
23.065556,20,285.377229
18.567946,12,285.413172
31.625422,25,285.488589
17.922499,15,285.53427
14.129434,9,285.562143
19.63736,14,285.60365
20.84199,15,285.648777
21.903507,16,285.695598
19.281472,15,285.741506
21.605758,17,285.792847
20.611253,16,285.841597
19.540536,15,285.886867
28.614423,25,285.962507
18.378158,12,285.999048
24.008017,19,286.056592
22.631843,16,286.111808
21.169065,15,286.156697
25.841542,19,286.213558
23.971599,19,286.270576
21.694053,16,286.323275
22.740828,18,286.377706
19.13777,16,286.427367
25.996867,19,286.484164
18.789649,13,286.524359
19.622779,14,286.56746
24.463213,19,286.624224
20.106986,14,286.667308
18.854045,14,286.710361
23.796606,20,286.770347
19.883871,17,286.834477
17.189782,12,286.881254
28.486992,26,286.962067
25.212001,22,287.028282
15.548629,10,287.060115
20.009936,14,287.108617
15.398494,11,287.142281
29.776513,24,287.215126
16.505822,10,287.244893
16.104859,10,287.27493
21.783976,17,287.330338
24.190338,22,287.396332
24.042762,20,287.46023
21.065875,18,287.51528
30.066413,26,287.59348
21.853306,16,287.641913
26.022598,22,287.706965
19.109941,14,287.749765
18.105994,11,287.782906
20.239573,15,287.828452
21.69398,16,287.87579
26.59583,23,287.944215
22.849241,18,287.99796
21.255163,15,288.044569
16.954083,12,288.081011
19.488786,15,288.132278
30.829383,26,288.211495
19.622951,14,288.252992
22.449038,18,288.307288
16.915657,10,288.343383
24.419251,19,288.399679
18.818704,15,288.445076
23.645268,19,288.504643
20.116643,12,288.542044
25.505104,22,288.60896
17.471953,11,288.642889
17.939736,12,288.678909
22.245806,18,288.732631
17.901527,13,288.771413
21.077722,20,288.831312
28.060243,22,288.896399
17.00942,12,288.932795
19.316162,14,288.975074
20.292928,17,289.026372
17.135594,12,289.062207
25.771081,20,289.122061
19.776385,16,289.177506
24.577426,19,289.240237
16.800603,10,289.270103
17.742158,12,289.306569
21.99402,16,289.35869
26.90465,23,289.428233
25.630404,21,289.492358
27.375243,23,289.561761
15.947845,9,289.588906
17.494506,15,289.634732
21.14524,15,289.680796
22.634367,21,289.744722
19.059205,12,289.780865
19.472878,14,289.822878
22.260667,20,289.88261
19.121479,13,289.922135
21.96563,19,289.979257
20.614818,15,290.025652
23.859689,18,290.0805
20.811756,16,290.12924
18.70618,16,290.190361
21.4066,23,290.261739
15.613846,9,290.290329
21.023494,14,290.333079
17.418201,14,290.379975
21.987638,17,290.431556
22.9126,18,290.485711
17.812037,13,290.525076
21.58357,19,290.582942
26.061594,20,290.644847
22.364629,23,290.713882
19.991294,17,290.764645
19.102951,15,290.811369
22.084771,16,290.859697
19.742736,14,290.902356
20.597077,14,290.944697
21.504118,19,291.002088
16.627049,11,291.036975
17.820395,12,291.072364
19.304287,15,291.117261
19.396991,13,291.157601
16.845739,10,291.196288
23.456093,19,291.260763
19.340683,13,291.299726
22.525316,19,291.359762
17.049067,10,291.391781
19.784955,18,291.445587
21.246067,18,291.50058
22.078462,16,291.547492
16.738443,12,291.582466
18.50564,13,291.621243
19.283316,16,291.668858
32.048443,25,291.743347
22.6956,16,291.791027
23.024974,18,291.844528
22.988502,20,291.902802
17.766434,11,291.936142
24.327969,19,291.993387
19.647326,14,292.035679
22.896961,19,292.092449
21.039239,16,292.140136
19.719692,14,292.183168
21.942543,17,292.242877
22.25891,18,292.30602
21.205591,16,292.358294
21.433876,14,292.406359
21.991438,18,292.460643
20.101506,16,292.510483
23.186523,17,292.56105
19.528364,16,292.608572
22.535969,15,292.653836
20.584378,15,292.699476
19.854665,16,292.746922
21.647122,22,292.813339
21.798743,20,292.873626
22.856198,20,292.932769
29.627827,23,293.010828
18.836999,15,293.061552
20.747743,18,293.114965
17.718142,11,293.147755
21.380146,17,293.199624
